0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.999789724037257799e-01,4.869096616147260415e-01,2.467053995957069479e-01,-5.665872558136871850e-01,1.575150042053736488e-01,-2.150315224978134876e-01,-8.408182834943752626e-01
-2.700710737023125363e-01,3.910480081757883863e-01,3.593685791397747131e-01,-5.097250066922573986e-01,3.570883796624816919e-01,-4.190563498216620664e-01,-1.498455223780224888e+00
-1.668627077558938465e-01,2.217728799090837311e-01,1.655230358252693379e-01,-3.504237281248051006e-01,3.036863451855405516e-01,-4.310848758118001611e-01,-1.267800610982492859e+00
-5.980779008315058320e-02,1.082312208366990741e-01,-6.549128278635427125e-02,-2.402753629795575663e-01,2.900299896633226626e-01,-4.006869530165359516e-01,-1.143078755706398830e+00
-3.094912277283549951e-02,4.702181690275417103e-02,-1.565102455402955506e-01,-2.203241255222515294e-01,3.603273615955454590e-01,-3.525527617116476220e-01,-1.048428641923403459e+00
-6.283853877885062222e-02,3.567542530130993835e-04,-1.025538590993244903e-01,-2.638567374010881150e-01,5.267235204781873792e-01,-2.664709498708941471e-01,-9.468569625212623908e-01
-1.319556399635931354e-01,-5.699584841824724413e-02,7.209835540861256331e-02,-3.141718673526479599e-01,8.886151268293481786e-01,-9.188266876278022854e-02,-8.378220652778095578e-01
-2.114936228204670199e-01,-1.089923303938291760e-01,3.242959311227899266e-01,-2.728314849243025919e-01,1.609739268904995635e+00,2.856043724503653514e-01,-7.199294877301968265e-01
-2.626164196503708581e-01,-8.104544095913822355e-02,5.469322463240680054e-01,-2.005021930437661526e-02,2.270683947663234115e+00,1.208313210976857954e+00,-7.176049269689440679e-01
-3.229373800859429711e-01,5.114360531999923715e-02,6.820768439490628721e-01,1.991874158943151008e-01,2.660398968526585417e+00,2.555248005835016656e+00,-9.051476352225380495e-01
-3.264719155559345221e-01,7.403338748930281266e-02,6.503681625242613284e-01,1.496829700128779472e-01,2.577050397848523744e+00,2.605951349363980540e+00,-8.801936634521573266e-01
-1.413215962606600151e-01,-2.077828199801119435e-01,4.309521987912860452e-01,-1.246122724467154941e-01,1.335111199896900969e+00,9.905923849008783089e-01,-5.544135321565317742e-01
9.837320450821722406e-02,-5.201783125895702575e-01,2.926582784531062131e-01,-3.196790974400983698e-01,5.892722286322959330e-02,-1.172310370558588000e-01,-3.642938365993054761e-01
2.716504656175010024e-01,-6.429370658829818286e-01,2.687551589495061899e-01,-3.303153815506277846e-01,-4.634869903500525856e-01,-2.826379430100661172e-01,-3.119040232690395986e-01
3.721219451313673154e-01,-6.362776364642548366e-01,2.574872100793804686e-01,-2.772940646323177605e-01,-6.214291787637233888e-01,-1.902734639420032292e-01,-2.723411873650732340e-01
3.844047441605180637e-01,-5.515613582292574479e-01,2.296632622132133428e-01,-2.143177180384768232e-01,-5.979109581531213413e-01,-1.017472216697156984e-01,-2.207441154632164282e-01
3.068879841861037461e-01,-4.138676622797878846e-01,1.745422717926725931e-01,-1.472295774072316654e-01,-4.674418976891671074e-01,-5.876902821443773933e-02,-1.584310463073751729e-01
1.476675645198655684e-01,-2.216174794199887721e-01,8.293824983715659960e-02,-6.852612837001446910e-02,-2.434030847826200994e-01,-3.209278052820110916e-02,-7.740952854112287396e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
