0.9207,0.2574,-0.9527,-2.0683,0.2799,2.1147,2
0.9114431209,0.2876113394,-0.9433367276,-2.101247658,0.292717454,2.111645694,1.984294992
0.8856135706,0.3256200631,-0.9139913196,-2.148982242,0.375089658,2.101471278,1.907187703
0.8545845531,0.3391588406,-0.882572575,-2.19373233,0.4832401537,2.089321429,1.820925829
0.8204371705,0.3347636546,-0.857418078,-2.240826327,0.5952474599,2.079465249,1.739784551
0.7816108778,0.3241501666,-0.8374788587,-2.293748072,0.7081643513,2.072572176,1.664764472
0.7394052409,0.3153614939,-0.8198988232,-2.352117557,0.8213530687,2.068012969,1.596033367
0.6997255589,0.3112008649,-0.8003439085,-2.412573242,0.9349696225,2.066219585,1.533163169
0.6678046731,0.3117017706,-0.7708409561,-2.463272916,1.049282679,2.071329284,1.475291895
0.641934396,0.3281413944,-0.7268120538,-2.465664453,1.165939827,2.099168076,1.418438943
0.6078245424,0.3772794297,-0.6605286945,-2.38006065,1.299055307,2.193755782,1.352505744
0.5570004644,0.4578556785,-0.562412452,-2.238000786,1.498184333,2.388478813,1.263669143
0.5118709599,0.5285168203,-0.4790488336,-2.12156139,1.626430082,2.498692822,1.178744308
0.4924629088,0.5471410393,-0.4498494387,-2.083507531,1.578584254,2.442786306,1.116446493
0.4856190204,0.5261504824,-0.4510013432,-2.085181834,1.480027314,2.346027748,1.066108789
0.4810117046,0.4860196999,-0.4628877849,-2.092669499,1.393207873,2.259511223,1.024363751
0.4759340409,0.4404729025,-0.4768822634,-2.095389562,1.320989443,2.182718983,0.9910942381
0.471188683,0.399302471,-0.4885835258,-2.094752192,1.262119313,2.115295456,0.9669603227
0.4679889514,0.3690641318,-0.4961847143,-2.093907671,1.219487542,2.063271989,0.9518453728
0.4670093982,0.3576037967,-0.4985260125,-2.093680877,1.204514821,2.044314522,0.9470068114
