timestamp,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
0.0039161,0.485141,-0.271909,-0.602193,-2.5862,0.44786,2.18956,-0.489437,-0.00132533,-0.00057011,0.000839392,9.597e-05,-4.9924e-05,0.00015473,0.00138841,0.182071,-13.456,2.73836,17.1637,-0.127567,1.69366,-0.291031
0.00696433,0.485147,-0.271908,-0.602196,-2.5862,0.447858,2.18955,-0.48944,0.000102253,0.0021321,-0.000751491,-0.00186727,-0.00275761,0.000897324,0.00595948,0.134464,-13.3052,2.81373,16.9891,-0.0479162,1.6671,-0.224197
0.00798736,0.485145,-0.271911,-0.602195,-2.5862,0.447859,2.18955,-0.489445,0.00261577,0.000931115,-0.00105781,-0.00242452,-0.00319474,8.95898e-05,0.00184855,0.158268,-13.1307,2.83754,16.89,-0.0112951,1.68084,-0.150955
0.0100503,0.485142,-0.271911,-0.602192,-2.5862,0.447862,2.18955,-0.489442,0.000322629,-0.000229874,0.00027228,0.00299087,-0.000990378,0.000458022,0.000191975,0.209842,-12.9323,2.81373,16.9138,-0.0167883,1.6671,-0.123489
0.0119605,0.485143,-0.271904,-0.602196,-2.5862,0.447858,2.18955,-0.48944,0.00133943,0.00315989,0.000151947,2.36701e-05,-0.00164957,0.000361804,0.00177062,0.158268,-12.9561,2.83754,17.2391,0.0198328,1.6607,-0.177505
0.0139569,0.485142,-0.271894,-0.602198,-2.5862,0.447856,2.18956,-0.489436,0.00111341,0.00402687,0.000624344,0.0027646,-0.00238335,0.000669428,0.00591488,0.158268,-13.0553,2.81373,17.5604,0.0683558,1.64696,-0.163772
0.0159425,0.485142,-0.271886,-0.602199,-2.58619,0.447856,2.18955,-0.489431,0.000157933,0.00516122,0.000277486,0.00746521,-0.00277729,-0.000708426,0.00775763,0.158268,-13.083,2.81373,17.7866,0.116879,1.68084,-0.143631
0.0189495,0.485141,-0.27187,-0.602207,-2.58616,0.447865,2.18955,-0.489426,-0.000161648,0.00600951,-0.00331606,0.0116748,-0.00124111,-0.000744904,0.00236666,0.182071,-12.8807,2.81373,18.2349,0.148007,1.69366,-0.103348
0.0209026,0.485144,-0.271849,-0.602212,-2.58613,0.447871,2.18954,-0.489419,0.000686051,0.00634369,-0.000488332,0.0150747,0.00206839,-0.000997934,0.00146307,0.134464,-12.5832,2.73836,18.5324,0.178219,1.7138,-0.0905302
0.0219033,0.485145,-0.271834,-0.602216,-2.58612,0.447875,2.18954,-0.489413,0.00166994,0.0107164,-0.00188567,0.0176872,0.000315334,-0.000665289,0.000383701,0.0828892,-12.4086,2.66298,18.707,0.21484,1.7138,-0.0703886
0.0239637,0.485152,-0.271782,-0.602231,-2.58607,0.44789,2.18954,-0.489403,0.00294504,0.0197333,-0.000991164,0.0205844,0.00406165,-0.00496764,0.00488456,-0.0202602,-12.0595,2.48842,18.8062,0.251461,1.7138,-0.0566557
0.0259035,0.485161,-0.271697,-0.602257,-2.58601,0.447905,2.18954,-0.489391,0.0038801,0.0279801,-0.00836437,0.0279604,0.00525534,-0.0032754,0.00637223,-0.147213,-11.758,2.1869,18.7585,0.312802,1.73394,-0.0163725
0.0289182,0.485196,-0.271524,-0.602333,-2.58589,0.447956,2.18954,-0.489365,0.00986493,0.0505616,-0.0169286,0.0341023,0.0122535,-0.00125894,0.00995046,-0.655026,-11.0359,1.56404,18.5086,0.373226,1.73394,0.0101778
