0,0,0,0,0,0,0
-3.257071421,9.329731252,-1.701488356,-13.52476897,3.396919573,-1.145020864,-3.284200854
-4.314523849,-5.218820597,-0.9214424376,0.2614022594,0.8386019794,-0.1051266929,-0.3368804045
-3.067218364,-4.104903362,-0.7978699165,1.690305288,0.4001774832,0.1312115268,0.1377972555
-1.287156164,-1.23654836,-0.08429907175,0.6775363123,0.2177267077,0.1376929141,0.2280759009
0.2701503649,0.4262382864,0.6535070966,0.09487322054,0.1138490896,0.1136560309,0.2509638712
1.554384348,1.215516808,1.005607049,-0.1115977255,0.05586143028,0.119481945,0.256201878
2.890039089,2.157678867,1.097078711,-0.7033311711,0.009638910789,0.1701819646,0.2589294545
4.73843399,3.700490521,1.023352478,-0.59369061,-0.01656635437,0.2614703723,0.2633372885
5.708281374,5.323662257,2.660972809,6.45167102,0.01630572254,0.3840394821,0.190669035
-1.316371829,3.60988085,11.98970701,32.62044275,1.578997875,5.121754372,-1.173807302
0.4913443024,6.056874323,2.149192069,-3.165996575,-0.07161887274,-0.1143187538,0.09044860528
1.256804666,-16.50627583,-10.27786346,-5.515915779,-5.114218382,-4.218080753,0.6779665994
-2.109761216,-8.310306175,-2.939226742,-1.679057756,-0.4873559588,-0.4921779603,0.2818070499
-1.400824757,-2.120749776,-0.9290102879,-1.620305391,0.1697158544,0.04530727826,0.2049595234
-0.3695264057,0.7222188115,-0.6116187776,-2.035859043,0.1953618313,0.104439926,0.1926776949
-0.0381560429,2.12910534,-0.4160305798,-2.452422889,0.1677535615,0.0823533874,0.1814598898
-0.1240195613,2.846536573,-0.1994307386,-2.697608266,0.1595369036,0.06991764835,0.1763068724
0.0828257997,2.945079277,0.01969936304,-1.991739749,0.2344354545,0.1964567042,0.1919911169
1.063846546,2.97426429,0.246448704,0.5338589077,0.674999554,0.9826869935,0.3092102088
